MSID;Название;Широта;Долгота;V10 по месяцам, январь;февраль;март;апрель;май;июнь;июль;август;сентябрь;октябрь;ноябрь;декабрь;m по месяцам,январь;февраль;март;апрель;май;июнь;июль;август;сентябрь;октябрь;ноябрь;декабрь;Среднее m;
43;Иман (Дальнереченск);45,9;133,7;2,70;3,00;3,10;3,60;3,30;3,30;2,50;2,20;2,70;2,90;3,10;2,80;0,39;0,36;0,36;0,34;0,39;0,37;0,45;0,48;0,43;0,40;0,38;0,40;0,39
27;Владивосток;43,1;131,9;2,30;2,10;1,60;2,30;1,80;1,40;1,50;1,30;1,70;2,10;2,10;2,00;0,53;0,56;0,63;0,48;0,58;0,57;0,58;0,59;0,57;0,50;0,54;0,55;0,55
92;Петропавловск-Камчатский;53;158,5;5,10;5,40;5,00;3,60;2,60;1,70;1,80;1,90;2,70;3,50;4,30;5,20;0,21;0,19;0,21;0,26;0,30;0,43;0,41;0,41;0,35;0,27;0,23;0,20;0,27
55;Ключи;56,3;160,8;3,80;4,00;4,40;3,90;3,40;2,80;2,60;2,60;2,90;4,10;4,50;3,90;0,23;0,22;0,18;0,21;0,20;0,27;0,30;0,31;0,32;0,19;0,18;0,23;0,23
15;о.Беринга (Никольское);55,2;166;9,60;9,10;8,60;7,90;7,10;5,60;6,00;5,40;6,30;7,30;8,70;9,60;0,03;0,02;0,02;0,05;0,07;0,11;0,11;0,14;0,11;0,08;0,06;0,02;0,06
56;Корф;60,3;166;7,80;7,80;6,90;5,10;2,70;2,70;2,90;3,00;3,80;5,60;6,90;7,90;0,09;0,07;0,10;0,15;0,28;0,25;0,25;0,28;0,25;0,13;0,11;0,08;0,14
37;Екатерино-Никольское;47,7;131;3,40;3,00;2,80;2,20;2,00;1,90;1,60;1,70;1,80;2,10;2,60;3,20;0,33;0,40;0,44;0,51;0,56;0,53;0,57;0,58;0,56;0,50;0,44;0,34;0,47
87;Оймякон;63,3;143,1;0,10;0,10;0,30;1,20;1,20;1,10;0,80;0,70;0,90;0,60;0,30;0,10;0,90;0,90;0,56;0,40;0,46;0,51;0,60;0,65;0,56;0,60;0,56;0,95;0,56
146;Якутск;62,1;129,8;1,00;1,10;1,50;2,00;2,20;2,00;1,70;1,80;1,90;2,00;1,50;0,80;0,49;0,53;0,46;0,43;0,42;0,43;0,46;0,45;0,44;0,40;0,44;0,59;0,45
2;Алдан;58,6;125,4;2,80;2,20;2,70;3,00;2,60;2,40;1,80;1,90;2,20;2,70;2,90;2,50;0,39;0,46;0,38;0,39;0,42;0,43;0,43;0,48;0,47;0,42;0,41;0,44;0,42
83;Олекминск;60,4;120,4;0,90;0,60;0,60;1,10;0,90;1,00;0,80;1,00;1,10;1,50;1,60;1,20;0,64;0,79;0,78;0,59;0,68;0,62;0,72;0,60;0,56;0,47;0,42;0,52;0,60
140;м.Салаурова;73,2;143,9;5,10;4,90;4,30;5,00;5,60;5,90;5,50;5,60;6,00;5,80;5,10;5,30;0,17;0,18;0,24;0,13;0,11;0,11;0,14;0,13;0,09;0,11;0,14;0,14;0,14
138;о.Четырёхстолбовой;70,6;162,4;6,50;6,10;6,10;6,00;6,00;6,10;5,90;5,40;5,80;6,10;6,80;5,80;0,07;0,12;0,14;0,15;0,17;0,17;0,19;0,18;0,16;0,13;0,12;0,13;0,14
120;Тикси;71,6;128,9;5,10;4,80;4,20;3,30;3,80;3,70;3,70;4,50;4,80;5,80;5,40;4,90;0,15;0,14;0,20;0,25;0,11;0,16;0,16;0,13;0,15;0,12;0,06;0,10;0,14
23;Верхоянск;67,6;133,4;0,40;0,30;0,50;1,00;1,20;1,30;1,00;0,80;1,00;0,90;0,60;0,50;0,68;0,78;0,70;0,56;0,50;0,50;0,61;0,62;0,54;0,52;0,52;0,58;0,57
82;Оленек;68,5;112,4;1,30;1,30;1,50;2,30;2,70;2,40;2,00;2,00;2,30;2,00;1,60;1,30;0,50;0,53;0,50;0,38;0,32;0,39;0,42;0,40;0,34;0,39;0,44;0,55;0,42
40;Жиганск;66,8;123,4;2,90;2,70;3,80;3,80;3,50;3,50;3,70;3,40;3,10;3,20;2,90;2,90;0,32;0,32;0,28;0,28;0,31;0,34;0,34;0,35;0,37;0,31;0,33;0,30;0,32
25;Вилюйск;63,8;121,6;1,50;1,40;1,60;1,70;1,60;1,50;1,20;1,20;1,60;2,10;1,80;1,50;0,57;0,57;0,56;0,60;0,60;0,65;0,72;0,71;0,57;0,46;0,51;0,56;0,59
26;Витим;59,5;112,6;2,20;1,00;1,80;2,10;1,90;1,60;1,60;1,80;1,90;2,70;2,60;2,40;0,34;0,48;0,41;0,36;0,35;0,36;0,40;0,37;0,35;0,22;0,28;0,30;0,34
107;Сусуман;62,8;148,1;1,50;1,90;2,20;2,40;2,00;1,50;1,40;1,30;2,00;1,70;1,50;1,20;0,37;0,29;0,26;0,26;0,32;0,39;0,42;0,47;0,33;0,31;0,32;0,41;0,34
77;б.Нагаева (Магадан);59,6;150,8;5,50;5,30;5,40;4,60;3,70;3,50;3,20;3,30;4,10;4,50;5,70;6,20;0,06;0,08;0,04;0,06;0,11;0,13;0,11;0,16;0,07;0,10;0,06;0,03;0,08
102;Сеймчан;62,9;152,4;1,00;1,20;1,00;1,70;2,10;1,50;1,50;1,30;1,80;1,20;0,80;0,60;0,48;0,38;0,49;0,36;0,33;0,47;0,44;0,42;0,32;0,43;0,57;0,67;0,43
31;Гижига;61,9;160,4;9,50;9,80;8,50;6,20;3,90;2,70;2,90;3,30;3,50;5,40;8,10;9,00;0,06;0,05;0,05;0,13;0,27;0,32;0,31;0,28;0,31;0,22;0,10;0,05;0,14
16;Благовещенск;50,3;127,5;3,90;3,50;4,60;4,80;4,10;3,10;2,40;3,00;3,90;4,00;4,00;3,50;0,22;0,25;0,18;0,20;0,23;0,30;0,36;0,30;0,22;0,24;0,20;0,23;0,24
84;Омолон;65,2;160,5;1,30;0,70;0,90;1,80;2,50;2,20;1,70;1,50;1,60;1,60;1,10;0,60;0,45;0,67;0,61;0,45;0,37;0,38;0,46;0,51;0,48;0,46;0,57;0,77;0,49
142;м.Шмидта;68,9;180,5;5,60;5,30;4,60;4,00;3,50;3,40;3,60;4,20;5,00;5,80;6,90;5,80;0,18;0,21;0,23;0,25;0,31;0,28;0,27;0,23;0,16;0,15;0,15;0,16;0,21
69;Марково;64,7;170,4;3,10;3,10;2,90;2,30;2,30;2,00;2,10;2,10;1,90;2,60;2,80;2,60;0,35;0,37;0,34;0,44;0,36;0,39;0,41;0,46;0,50;0,36;0,37;0,40;0,39
6;Анадырь;64,8;177,6;7,30;6,00;5,60;5,70;5,00;4,90;6,30;5,20;4,80;7,10;8,20;7,70;0,07;0,10;0,10;0,10;0,10;0,14;0,08;0,11;0,12;0,05;0,05;0,05;0,08
72;Могоча;53,7;119,8;1,00;1,00;1,50;1,90;1,90;1,30;0,90;0,70;1,20;1,30;0,80;0,80;0,69;0,67;0,55;0,45;0,46;0,56;0,70;0,81;0,62;0,59;0,76;0,77;0,61
19;Борзя;50,4;116,5;2,40;2,40;3,00;3,70;3,40;2,80;2,30;2,40;2,80;2,60;2,10;2,00;0,39;0,34;0,35;0,33;0,36;0,41;0,48;0,45;0,40;0,44;0,45;0,45;0,40
139;Чита;52;113,3;1,20;1,30;2,10;2,10;2,10;1,80;1,40;1,30;1,60;1,70;1,80;1,50;0,52;0,49;0,33;0,35;0,34;0,41;0,43;0,53;0,44;0,41;0,40;0,44;0,42
59;Красный Чикой;50,4;108,8;0,60;0,50;0,90;1,20;1,00;0,50;0,50;0,30;0,60;0,60;0,70;0,60;0,64;0,75;0,55;0,48;0,52;0,73;0,76;0,95;0,77;0,68;0,65;0,74;0,66
122;Троицкий прииск;54,6;113,1;1,10;0,70;1,20;1,60;1,20;0,80;0,40;0,30;0,70;0,80;0,90;0,70;0,76;0,92;0,73;0,63;0,73;0,83;1,01;1,15;0,97;0,85;0,84;0,93;0,83
126;Усть-Баргузин;53,4;109;2,90;2,00;1,70;2,20;1,50;1,30;0,80;1,40;2,10;2,60;4,10;4,60;0,33;0,44;0,53;0,43;0,55;0,55;0,74;0,52;0,40;0,36;0,26;0,23;0,40
64;Кызыл;51,7;94,4;0,20;0,20;0,50;2,00;2,20;1,60;1,00;1,20;1,20;0,90;0,60;0,30;1,10;1,10;0,81;0,39;0,37;0,47;0,60;0,53;0,53;0,59;0,74;0,97;0,57
130;Хакасская (Абакан);53,8;91,4;1,30;1,50;1,50;2,40;2,40;1,80;1,00;0,90;1,40;1,60;2,10;1,60;0,54;0,50;0,51;0,42;0,43;0,52;0,67;0,72;0,57;0,53;0,44;0,53;0,51
136;м.Челюскина;77,7;104,3;6,70;7,20;5,70;6,80;5,80;5,40;6,30;5,60;6,50;7,10;6,60;7,50;0,08;0,09;0,11;0,09;0,10;0,12;0,12;0,15;0,12;0,08;0,12;0,08;0,11
133;Хатанга;72;102,5;4,40;4,60;4,90;4,90;4,60;4,10;4,10;4,20;4,50;4,40;4,20;4,60;0,18;0,20;0,14;0,17;0,17;0,23;0,24;0,26;0,22;0,22;0,18;0,18;0,20
21;Ванавара;60,3;102,3;1,30;0,90;0,90;1,50;1,30;1,00;0,70;0,70;0,90;1,30;1,50;1,10;0,63;0,74;0,78;0,59;0,65;0,72;0,89;0,86;0,74;0,62;0,53;0,67;0,69
58;Красноярск;56;92,9;2,40;1,90;1,70;2,40;1,30;0,90;0,50;0,50;1,20;2,00;2,80;2,40;0,45;0,50;0,53;0,48;0,69;0,80;0,95;0,97;0,66;0,51;0,40;0,40;0,56
17;Богучаны;58,4;97,4;2,10;1,70;1,80;2,60;2,20;2,00;2,30;1,40;1,80;2,60;2,70;1,80;0,30;0,33;0,35;0,27;0,32;0,29;0,24;0,36;0,31;0,24;0,26;0,32;0,29
24;о.Визе ;79,5;77;5,60;6,40;5,80;6,00;5,50;5,60;5,60;5,60;7,00;7,50;6,60;6,20;0,24;0,24;0,25;0,19;0,15;0,13;0,15;0,14;0,13;0,15;0,19;0,20;0,18
134;о.Хейса (ГМО им. Федорова);77,7;104,3;4,90;6,00;5,10;4,80;4,70;5,30;4,50;4,50;6,00;6,30;5,60;5,60;0,18;0,14;0,18;0,16;0,12;0,12;0,14;0,12;0,10;0,12;0,13;0,15;0,14
35;о.Диксон;73,5;80,2;7,50;7,90;7,00;6,90;7,00;6,90;5,50;5,80;7,20;7,70;6,90;7,10;0,12;0,15;0,13;0,14;0,07;0,11;0,17;0,13;0,11;0,10;0,13;0,15;0,13
41;Игарка ;67,5;86,6;5,20;4,60;4,60;5,00;4,80;4,30;3,70;3,90;5,00;5,30;5,20;4,70;0,14;0,20;0,19;0,17;0,16;0,20;0,26;0,25;0,15;0,10;0,18;0,19;0,18
124;Туруханск ;65,8;87,9;3,60;3,30;3,20;3,30;3,40;3,00;2,40;2,60;3,00;3,70;3,50;3,30;0,32;0,34;0,38;0,34;0,33;0,37;0,42;0,38;0,34;0,30;0,33;0,34;0,35
94;Подкам. Тунгуска ;61,6;90;2,20;1,70;2,00;2,40;2,20;2,10;1,30;1,20;1,80;2,80;2,70;2,30;0,37;0,46;0,43;0,42;0,42;0,40;0,55;0,60;0,48;0,33;0,33;0,35;0,42
53;Киренск;57,8;108,1;1,60;1,00;1,00;1,50;1,00;0,80;0,70;0,60;0,80;1,30;1,70;1,30;0,54;0,63;0,66;0,54;0,66;0,68;0,73;0,78;0,75;0,59;0,52;0,60;0,62
39;Жигалово;54,8;105,2;0,90;0,90;1,30;1,90;1,40;1,30;1,10;1,10;1,00;1,30;1,20;1,00;0,48;0,48;0,39;0,29;0,37;0,35;0,36;0,37;0,43;0,39;0,43;0,46;0,39
44;Иркутск;52,3;104,3;1,60;1,80;2,10;2,70;2,40;1,80;1,60;1,50;1,40;1,80;1,90;1,40;0,47;0,42;0,39;0,31;0,38;0,43;0,48;0,49;0,54;0,47;0,46;0,52;0,44
78;Нижнеудинск;54,9;99;1,00;1,30;1,60;2,20;1,90;1,20;0,80;1,10;1,20;1,50;2,10;1,20;0,58;0,52;0,48;0,37;0,40;0,53;0,64;0,56;0,56;0,48;0,39;0,49;0,48
13;Барабинск;55,4;78,4;4,50;3,70;3,80;4,10;3,70;3,40;2,20;2,40;2,90;4,00;5,10;4,60;0,28;0,36;0,32;0,33;0,35;0,37;0,51;0,49;0,43;0,30;0,24;0,30;0,34
80;Новосибирск;55;82,9;3,30;2,90;2,70;2,70;2,20;2,20;1,60;1,80;2,30;3,20;3,60;3,10;0,34;0,38;0,41;0,44;0,50;0,50;0,57;0,51;0,44;0,32;0,32;0,37;0,41
4;Александровское;60,4;77,9;3,20;3,10;3,00;3,00;3,10;3,20;2,00;2,50;2,50;3,40;3,60;3,10;0,42;0,43;0,47;0,43;0,39;0,36;0,48;0,43;0,49;0,37;0,37;0,42;0,42
85;Омск;54,9;73,4;4,00;3,60;3,50;3,70;3,40;3,10;2,20;2,30;2,90;3,70;4,70;4,00;0,31;0,36;0,36;0,37;0,38;0,39;0,46;0,48;0,41;0,35;0,29;0,33;0,37
115;Тарко-Сале;64,9;77,8;2,80;2,70;2,70;2,90;3,10;3,20;2,00;1,90;2,40;2,80;2,90;2,60;0,46;0,50;0,48;0,45;0,36;0,33;0,50;0,53;0,50;0,45;0,46;0,49;0,46
98;Салехард;66,5;66,5;3,70;3,60;3,50;4,00;3,80;3,90;2,90;2,30;3,10;3,50;3,70;3,60;0,31;0,32;0,31;0,27;0,30;0,27;0,38;0,45;0,37;0,33;0,31;0,31;0,32
131;Ханты-Мансийск;61;69,1;3,60;3,40;3,60;2,90;2,90;2,90;1,90;2,10;3,20;3,50;3,90;3,70;0,35;0,36;0,36;0,44;0,42;0,41;0,54;0,51;0,40;0,35;0,35;0,35;0,39
42;Ивдель;60,5;60,4;1,30;1,20;1,50;1,40;1,20;1,00;0,70;0,70;1,00;1,60;1,70;1,40;0,59;0,65;0,57;0,59;0,66;0,75;0,86;0,89;0,75;0,59;0,54;0,62;0,66
100;Свердловск (Екатеринбург);56,8;60,6;2,60;2,60;2,20;2,00;1,70;1,80;1,30;1,50;1,90;2,40;2,50;2,70;0,53;0,57;0,59;0,63;0,65;0,61;0,69;0,68;0,62;0,53;0,53;0,53;0,59
121;Тобольск;58,2;68,2;3,30;3,50;3,70;3,00;3,00;2,60;2,20;2,30;2,80;3,60;4,20;3,70;0,40;0,39;0,36;0,44;0,44;0,48;0,48;0,47;0,47;0,38;0,33;0,39;0,41
54;Киров;58,7;49,6;3,80;4,10;4,00;3,80;3,30;2,90;2,80;2,90;3,50;4,00;3,80;4,20;0,32;0,30;0,30;0,31;0,36;0,39;0,39;0,38;0,34;0,30;0,32;0,30;0,33
128;Уфа;54,8;56;3,30;3,30;3,20;2,40;2,40;2,30;1,80;1,70;2,20;3,20;3,40;3,60;0,30;0,31;0,31;0,41;0,44;0,46;0,52;0,55;0,48;0,35;0,30;0,28;0,38
45;Казань;55,8;49,2;4,70;5,00;4,50;3,80;3,70;3,20;3,00;2,90;3,50;4,40;4,70;4,90;0,19;0,17;0,20;0,27;0,25;0,29;0,33;0,34;0,28;0,20;0,17;0,17;0,23
63;Куйбышев (Самара);53,3;50,5;3,90;3,70;3,80;2,90;2,60;2,00;1,90;2,00;2,20;3,20;3,50;4,40;0,30;0,31;0,34;0,43;0,45;0,48;0,50;0,54;0,49;0,40;0,33;0,27;0,39
86;Оренбург;51,8;55,1;4,00;4,20;3,60;3,50;3,10;2,70;2,70;2,80;2,60;3,30;3,70;3,90;0,26;0,28;0,32;0,32;0,40;0,39;0,37;0,36;0,42;0,33;0,32;0,32;0,34
32;Нижний Новгород;56,2;43,8;3,20;3,10;3,00;2,70;2,40;2,00;2,20;2,20;2,50;3,10;3,20;3,60;0,40;0,44;0,44;0,48;0,50;0,53;0,47;0,51;0,49;0,43;0,42;0,38;0,45
90;Пенза;53,1;45;5,30;5,10;5,50;4,10;3,70;2,30;2,30;2,60;3,40;4,80;4,70;5,80;0,18;0,21;0,18;0,28;0,28;0,44;0,42;0,38;0,32;0,25;0,23;0,15;0,26
99;Саратов;51,6;46;5,60;5,20;5,50;4,90;4,70;4,50;4,60;4,40;4,40;4,80;5,50;5,60;0,17;0,17;0,15;0,20;0,20;0,20;0,18;0,21;0,22;0,21;0,15;0,15;0,18
93;Печора;65;57,1;3,70;3,50;3,40;3,10;3,10;3,00;2,70;3,00;3,50;4,00;3,50;3,50;0,29;0,33;0,34;0,33;0,33;0,33;0,35;0,31;0,29;0,27;0,31;0,32;0,32
111;Сыктывкар;61,7;50,8;4,30;4,60;4,50;3,90;3,30;3,10;2,80;3,00;4,00;4,80;4,60;4,90;0,24;0,22;0,22;0,25;0,31;0,31;0,32;0,29;0,24;0,19;0,21;0,21;0,25
50;Кемь-Порт;65;34,8;4,90;4,30;4,20;3,90;3,10;3,00;2,90;3,20;3,80;4,60;4,70;4,80;0,24;0,27;0,30;0,29;0,36;0,34;0,36;0,33;0,30;0,26;0,24;0,24;0,29
91;Петрозаводск;61,8;34,3;3,90;3,80;4,00;3,60;2,90;3,10;2,80;2,80;3,20;4,00;4,10;4,20;0,32;0,34;0,36;0,36;0,40;0,40;0,43;0,44;0,41;0,34;0,32;0,33;0,37
104;Сортавала;61,7;30,7;2,80;2,80;2,20;2,10;1,70;1,40;1,30;1,40;2,00;2,90;3,20;3,60;0,36;0,35;0,45;0,46;0,52;0,57;0,61;0,59;0,46;0,37;0,31;0,28;0,42
8;Архангельск;64,6;40,5;5,00;4,80;4,00;4,10;3,50;3,00;3,20;3,50;4,00;4,70;4,90;4,80;0,23;0,23;0,28;0,26;0,30;0,33;0,31;0,29;0,25;0,22;0,23;0,24;0,26
29;Вологда;59,3;39,9;5,00;4,60;4,70;4,30;3,70;3,20;2,90;3,40;3,60;4,80;4,70;5,50;0,18;0,22;0,21;0,25;0,27;0,33;0,36;0,30;0,27;0,19;0,19;0,16;0,24
46;Калиниград;54,7;20,6;5,30;5,30;5,70;4,40;3,60;3,70;3,50;3,60;4,10;4,60;5,70;4,90;0,15;0,14;0,15;0,20;0,23;0,24;0,25;0,25;0,23;0,18;0,12;0,18;0,19
75;Мурманск;69;33;4,70;4,20;3,90;3,50;2,90;3,10;2,90;2,60;3,60;4,50;4,60;4,50;0,19;0,22;0,24;0,26;0,29;0,26;0,26;0,28;0,26;0,22;0,19;0,20;0,23
47;Кандалакша;67,1;32,4;3,10;2,90;3,00;2,60;2,40;2,70;2,60;2,50;2,90;3,30;3,20;3,30;0,30;0,32;0,28;0,30;0,35;0,32;0,31;0,33;0,32;0,29;0,29;0,29;0,31
65;Санкт-Петербург;60;30,3;4,00;3,90;3,90;3,10;2,90;2,70;2,60;3,00;2,90;3,60;3,40;4,00;0,33;0,32;0,33;0,41;0,42;0,44;0,44;0,40;0,42;0,37;0,34;0,34;0,38
76;Нарьян-Мар;67,7;53;5,40;5,60;5,40;5,20;5,30;5,10;4,30;4,30;4,60;4,90;4,90;5,50;0,20;0,18;0,21;0,21;0,18;0,18;0,21;0,24;0,24;0,23;0,23;0,19;0,21
18;Бологое;57,9;34;3,60;3,60;3,30;2,60;2,10;1,80;1,80;2,10;2,30;3,10;3,30;3,80;0,37;0,39;0,42;0,50;0,54;0,62;0,63;0,57;0,56;0,45;0,41;0,38;0,47
113;Тамбов;52,7;41,5;4,00;4,10;4,30;3,30;2,70;2,40;2,20;2,20;2,60;3,50;3,80;4,10;0,34;0,34;0,32;0,41;0,44;0,46;0,48;0,50;0,47;0,41;0,34;0,32;0,39
109;Сухиничи;54,1;35,3;5,00;5,10;4,80;3,80;3,00;2,70;2,50;2,50;3,00;4,00;4,60;4,80;0,29;0,28;0,30;0,39;0,45;0,46;0,51;0,52;0,46;0,37;0,31;0,28;0,37
61;Курск;51,7;36,2;4,70;4,80;4,60;3,90;3,40;2,80;2,70;3,00;3,00;3,70;4,50;4,40;0,29;0,28;0,31;0,37;0,38;0,41;0,43;0,41;0,42;0,35;0,30;0,31;0,35
103;Смоленск;54,8;32,1;5,50;5,90;5,60;4,20;3,70;3,30;3,40;3,40;3,90;4,80;5,40;5,40;0,23;0,22;0,23;0,32;0,33;0,35;0,34;0,36;0,32;0,26;0,24;0,24;0,28
74;Москва;55,8;37,6;2,40;2,10;2,00;1,90;1,30;1,10;1,10;1,10;1,10;1,90;2,20;2,60;0,50;0,54;0,55;0,56;0,71;0,78;0,77;0,79;0,78;0,58;0,51;0,45;0,61
97;Ростов-на-Дону;45,3;39,8;6,90;7,80;6,30;5,50;4,90;3,90;4,30;4,10;4,20;4,40;5,90;5,90;0,12;0,11;0,16;0,19;0,24;0,28;0,29;0,30;0,28;0,30;0,23;0,20;0,21
28;Волгоград;48,7;44,3;7,90;7,90;7,40;6,40;5,80;4,90;4,80;5,10;5,10;6,20;6,70;7,30;0,09;0,09;0,11;0,17;0,19;0,20;0,22;0,18;0,18;0,17;0,11;0,11;0,15
123;Туапсе;44,1;39,1;6,70;6,50;5,70;3,40;3,50;3,20;3,00;2,80;4,00;4,30;6,20;7,60;0,10;0,11;0,14;0,24;0,21;0,24;0,27;0,29;0,22;0,17;0,10;0,09;0,17
70;Минеральные воды;44,2;43,1;3,60;4,00;3,80;3,60;3,00;2,50;2,70;2,60;3,00;2,80;3,50;3,40;0,26;0,23;0,25;0,26;0,28;0,33;0,30;0,33;0,29;0,31;0,26;0,28;0,28
88;Павлодар;52,3;76,9;5,30;5,00;4,50;4,60;4,70;4,00;3,40;3,70;4,10;5,10;5,50;5,30;0,27;0,21;0,24;0,26;0,26;0,30;0,29;0,28;0,28;0,25;0,23;0,22;0,26
101;Семипалатинск;50,3;80,3;3,20;2,60;2,10;2,30;2,40;2,00;1,70;1,60;1,50;2,40;3,00;2,60;0,36;0,41;0,46;0,47;0,45;0,51;0,58;0,57;0,64;0,52;0,41;0,45;0,48
62;Кустанай;53,2;63,6;4,00;3,90;3,90;3,60;3,60;3,20;2,80;3,00;3,20;3,90;4,20;4,20;0,40;0,39;0,41;0,40;0,42;0,43;0,42;0,44;0,46;0,40;0,41;0,39;0,41
48;Караганда;49,8;73,1;4,40;4,30;4,20;3,80;3,60;2,70;2,60;2,70;2,60;3,90;4,00;4,10;0,36;0,32;0,31;0,33;0,37;0,47;0,44;0,46;0,49;0,39;0,38;0,35;0,38
127;Уральск;51,3;51,4;5,30;5,00;5,10;4,60;3,90;3,30;3,00;3,40;3,40;4,10;4,80;5,20;0,18;0,21;0,20;0,27;0,32;0,36;0,39;0,35;0,36;0,31;0,22;0,21;0,27
7;Аральское море;46,8;61,7;5,70;5,30;5,30;5,50;4,90;4,50;4,40;4,90;4,60;5,10;5,50;5,40;0,22;0,24;0,22;0,25;0,26;0,28;0,26;0,28;0,28;0,22;0,21;0,21;0,24
33;Гурьев;47;51,8;5,70;5,70;5,70;4,80;4,50;3,70;2,80;3,40;3,90;4,00;4,60;5,30;0,19;0,22;0,18;0,27;0,30;0,33;0,42;0,34;0,34;0,33;0,28;0,23;0,28
51;Кзыл-Орда;44,8;65,5;4,00;4,60;4,10;4,10;3,00;3,00;2,80;3,10;3,10;2,60;3,10;3,80;0,35;0,27;0,30;0,33;0,48;0,45;0,46;0,44;0,43;0,48;0,44;0,34;0,39
12;Балхаш;46,9;75;5,60;6,00;5,90;5,80;5,30;4,90;4,60;4,90;5,20;4,70;4,90;5,50;0,19;0,18;0,22;0,22;0,24;0,24;0,27;0,25;0,24;0,25;0,21;0,18;0,22
5;Алма-Ата;43,2;76,9;0,90;0,90;1,20;1,30;1,60;1,90;1,70;1,70;1,40;1,20;1,00;0,90;0,32;0,32;0,32;0,28;0,26;0,24;0,26;0,23;0,29;0,26;0,30;0,32;0,28
89;Панфилов (Джаркент);44,2;80,1;1,70;1,80;2,70;3,20;3,20;3,00;2,40;2,30;2,50;2,20;2,10;1,90;0,31;0,32;0,26;0,26;0,29;0,32;0,39;0,40;0,31;0,32;0,32;0,27;0,31
57;Красноводск;40;52,5;3,30;3,20;3,50;2,80;2,70;2,90;3,30;3,00;2,80;2,30;2,60;3,40;0,33;0,35;0,31;0,39;0,41;0,39;0,36;0,40;0,41;0,45;0,40;0,34;0,38
30;Гасан-Кули;37,5;54;2,00;2,00;2,40;2,70;2,60;2,50;2,80;2,10;1,90;1,80;1,90;1,90;0,48;0,48;0,41;0,35;0,32;0,35;0,23;0,33;0,39;0,49;0,48;0,50;0,40
116;Ташауз;41,8;60;3,40;3,10;3,50;3,00;3,10;2,80;2,80;3,00;3,00;2,60;2,50;3,00;0,34;0,34;0,35;0,43;0,44;0,48;0,47;0,47;0,47;0,45;0,43;0,35;0,42
