280;Тихвин;59,7;33,6;6;6;7;7;7;6;6;6
281;Ефимовская;59,5;34,7;4;4;5;4;4;4;5;4
282;Волосово;59,4;29,5;4;4;4;4;5;4;5;5
283;Кингисепп;59,4;28,6;6;5;6;6;5;6;5;5
284;Белогорка;59,4;30,1;5;5;5;5;5;6;6;6
285;Любань;59,4;31,3;5;6;6;5;5;5;5;6
286;Будогощь;59,3;32,5;5;5;6;6;6;6;6;5
287;Осьмино;59;29,1;5;6;6;6;6;6;7;7
288;Николаевское;58,6;29,8;6;6;7;7;6;6;6;7
289;Чудово;59,1;31,6;6;6;6;6;5;5;5;5
290;Хвойная;58,9;34,5;5;6;6;6;6;6;7;7
291;Каменка;58,9;33,7;4;4;5;4;4;4;4;4
292;Веребье;58,7;32,7;5;6;6;5;6;5;5;5
293;Охоны;58,6;35,6;6;6;5;5;5;5;6;6
294;Новгород;58,5;31,3;5;7;8;8;8;8;6;6
295;Боровичи;58,4;33,9;6;5;6;5;5;6;6;5
296;Войцы;58,4;31,6;8;6;6;8;9;9;9;9
297;Окуловка;58,4;33,3;5;7;6;6;6;5;6;6
298;Крестцы;58,3;32,5;6;6;5;5;6;5;5;6
299;Коростынь;58,2;31;9;5;5;7;7;7;7;7
300;Старая Русса;58;31,3;7;6;6;7;7;7;7;7
301;Валдай;58;33,3;5;4;7;5;5;5;5;4
302;Демянск;57,7;32,5;6;6;5;5;6;6;6;6
303;Марево;57,3;32,1;5;5;4;4;4;4;5;5
304;Холм;57,2;31,2;6;6;6;6;5;5;6;6
305;Гдов;58,7;27,8;8;7;5;7;7;9;9;9
306;Ляды;58,6;28,8;6;5;6;5;5;6;7;6
307;Струги Красные;58,2;29,1;4;4;4;5;4;5;5;5
309;Дно;57,8;29,9;5;5;5;5;5;6;7;6
310;Псков;57,8;28,2;7;6;6;5;5;6;6;6
311;Остров;57,3;28,4;6;7;7;6;7;7;7;7
312;Пыталово;57,1;27,9;6;7;7;6;7;6;7;6
313;Пушкинские Горы;57;28,9;5;5;4;4;5;5;6;6
314;Сущево;57;29,9;6;5;6;6;6;6;6;6
315;Опочка;56,7;28,7;5;5;5;6;6;6;6;5
316;Великие Луки;56,4;30,6;7;7;7;7;6;7;7;7
317;Идрица;56,2;28,9;6;6;6;7;7;7;6;6
318;Вайндлоо;59,8;26,4;9;9;9;9;6;9;6;9
319;Найссар;59,6;24,5;10;10;6;6;11;11;9;9
320;Кунда;59,5;26,6;9;9;7;7;7;7;7;7
321;Нарва-Йыэсуу;59,5;28;5;5;4;6;4;4;8;8
322;Пуртсе;59,4;27;8;8;6;6;6;7;9;8
323;Таллин,Юлемисте;59,5;24,8;5;5;6;7;7;7;6;6
325;Пакри;59,4;24;9;9;7;7;7;8;9;9
326;Нарва;59,4;28,2;7;7;7;7;7;7;7;7
328;Йыхви;59,3;27,2;7;7;7;7;7;7;6;7
329;Осмуссар;59,3;23,4;9;9;9;7;9;10;10;9
330;Тапа;59,2;26,1;7;7;6;7;6;7;7;7
331;Тахкуна;59,1;22,5;10;10;10;9;7;9;10;10
332;Вормси;59;23,2;6;6;7;7;7;9;9;9
333;Васькнарва;59;27,7;6;8;6;8;8;8;8;6
334;Куузику;58,9;24,7;7;7;7;6;6;7;7;7
335;Xаапсалу;58,9;23,5;9;6;5;5;5;9;9;9
336;Ристиа;58,9;22,1;5;5;6;7;9;6;6;5
337;Сипа;58,9;24,3;6;5;5;6;6;6;6;6
338;Xельтерма;58,9;23;9;9;9;7;7;6;7;7
339;Тоома;58,9;26,2;6;6;6;6;5;4;4;4
340;Тийрикоя;58,9;26,9;7;9;9;9;7;7;7;7
341;Кяйна;58,8;22,7;6;7;7;7;7;7;7;6
342;Тюри;58,8;25,4;5;6;6;6;7;7;7;7
343;Сыру;58,7;22,5;7;7;7;9;9;9;9;7
344;Рауги;58,6;23,3;9;9;7;7;7;7;7;9
345;Пыльтсама;58,6;25,9;6;6;6;6;6;6;6;6
346;Виртсу;58,6;23,5;9;9;7;6;6;6;9;9
347;Вильсанди;58,4;21,8;9;8;6;8;9;9;9;9
348;Тарту;58,4;26,7;5;5;5;5;5;5;5;5
349;Пярну;58,4;24,5;6;6;5;9;9;9;9;6
350;Вильянди;58,4;25,6;7;7;7;6;5;6;7;7
351;Тарту, Юленурме;58,3;26,7;7;6;6;7;7;7;7;7
352;Кингисепп;58,2;22,5;7;7;7;9;9;9;9;7
353;Полли;58,1;25,3;7;7;6;7;6;6;6;7
354;Кихну;58,1;23,9;7;7;7;9;9;9;9;7
355;Вярска;58;27,6;12;12;7;6;6;6;12;12
356;Cырве;57,9;22;7;9;9;9;6;10;10;7
357;Выру;57,9;27;6;6;6;6;6;6;6;6
358;Рухну;57,8;23,2;5;5;7;9;9;9;7;5
359;Валга;57,8;26;7;7;7;6;6;6;6;6
360;Колка;57,8;22,6;9;9;8;5;5;6;6;6
361;Вентспилс,порт;57,4;21,6;10;9;7;7;7;10;11;11
362;Вентспилс,поле;57,4;21,5;6;6;9;9;9;10;10;6
363;Мерсрагс;57,3;23,1;7;10;10;10;7;5;5;7
364;Стенде;57,2;22,6;7;8;7;8;8;8;8;8
365;Кемери, болото;56,9;23,5;12;12;12;12;12;12;12;12
366;Кемери,суходол;56,8;23,5;12;12;12;12;12;12;12;12
367;Павилоста;56,9;21,2;7;6;7;7;7;10;8;6
368;Казданга;56,7;21,8;5;5;5;6;6;6;6;6
369;Салдус;56,7;22,5;6;6;6;6;5;5;5;4
370;Елгава;56,7;23,7;6;6;6;6;6;7;6;7
371;Добеле;56,6;23,3;7;7;7;7;7;5;7;7
372;Лиепая;56,5;21;6;6;6;7;7;10;10;10
373;Ауце;56,5;22,9;7;7;7;6;7;7;7;7
374;Бауска;56,4;24,2;7;7;7;6;7;6;7;6
375;Руцава;56,2;21,2;9;7;7;7;6;9;9;6
376;Руиена;57,9;25,3;6;6;6;5;6;6;6;5
377;Айнажи;57,9;24,4;9;9;9;9;8;9;10;10
378;Гауиена;57,5;26,3;4;4;6;6;6;6;6;5
379;Алуксне;57,4;27;6;6;7;6;6;6;7;7
380;Скулте;57,3;24,4;6;7;5;7;7;6;6;6
381;Приекули;57,3;25,4;6;6;4;6;6;6;6;6
382;Виляка;57,2;27,7;7;7;7;7;7;7;7;7
383;Прибалтийская стоковая;57,1;25,9;7;7;6;7;6;6;6;7
384;Гулбене;57,1;26,6;7;7;6;7;6;6;6;7
385;Даугавгрива;57,1;24;10;10;8;6;6;6;7;7
386;Рига, ГМО;57;24;7;5;5;5;7;6;7;7
387;Рига, взморье;56,9;24,1;4;4;4;4;6;6;4;4
388;Гурели;56,9;26;4;6;6;6;5;6;6;6
389;Таурупе;56,9;25,3;5;5;5;6;6;6;5;5
390;Скривери;56,7;25,1;7;6;7;7;7;7;6;7
391;Зилани;56,5;25,9;6;5;5;5;6;6;6;6
392;Резекие;56,5;27,4;5;5;5;4;6;6;5;6
393;Дагда;56,1;27,5;6;6;6;6;6;6;6;6
394;Даугавяилс;55,9;26,5;6;8;7;7;6;6;7;7
395;Биржай;56,2;24,8;5;5;6;6;6;6;6;6
396;Швентойи;56;21,1;7;6;6;6;7;10;10;10
397;Тельшяй;55,9;22,3;6;6;6;6;6;5;5;5
398;Шяуляй;55,9;23,3;6;8;8;7;6;6;6;6
399;Паланга;55,9;21,1;6;6;6;6;6;10;10;10
400;Паневежис;55,8;24,4;5;5;6;6;6;6;6;5
401;Дусятос;55,8;25,8;6;7;7;7;6;6;6;5
402;Клайнеда, морская;55,7;21,2;6;6;7;6;9;10;10;10
403;Клайпеда, АМСГ;55,7;21,2;7;7;7;7;7;9;9;9
404;Лаукува;55,6;22,2;6;4;6;6;6;6;5;5
405;Утяна;55,5;25,6;6;5;6;6;5;6;6;5
406;Расейняй;55,4;23,1;7;6;7;7;7;7;6;7
407;Шилуте;55,4;21,5;6;6;6;6;6;7;7;7
408;Нида;55,3;21;9;9;9;9;9;10;9;9
409;Кедайняй;55,3;23,9;6;7;7;6;6;6;5;6
410;Укмеpге;55,3;24,8;6;6;6;6;7;7;6;6
411;Таураге;55,3;22,3;6;5;5;5;6;5;5;6
412;Швенченис;55,1;26,2;6;7;7;7;7;6;7;7
413;Каунас, агрометстанция;54,8;23,9;5;6;6;7;7;7;7;7
414;Каунас, АМСГ;54,7;23,9;6;6;7;7;7;7;6;6
415;Вильнюс, город;54,7;25,3;5;5;5;5;5;4;4;5
416;Вильнюс, АМСГ;54,6;25,3;6;6;6;6;5;6;5;5
418;Капсукас;54,6;23,4;7;6;6;6;7;7;7;7
419;Варена;54,3;24,6;5;6;6;5;5;6;5;5
420;Лаздияй;54,2;23,5;6;7;6;6;7;6;6;7
421;Друскининкай;54;24;5;5;5;6;6;6;5;5
422;Советск;55,1;21,9;8;8;6;6;6;7;6;8
423;Светлогоpск;54,9;20,2;10;10;6;6;5;10;10;10
424;Калининград,АМСГ;54,7;20,6;5;5;5;8;8;9;9;6
425;Гвардейск;54,7;21,1;7;6;6;5;6;6;6;7
426;Балтийск;54,6;19,9;10;9;9;9;9;10;10;10
427;Черняховск;54,6;21,8;7;6;6;6;6;6;7;6
428;Мамоново;54,5;19,9;9;5;6;6;7;9;9;9
429;Железнодорожньй;54,4;21,3;7;6;6;6;7;6;6;7
431;Верхнедвинск;55,8;27,9;7;7;7;5;6;7;6;6
432;Бычиха;55,6;30;6;7;6;7;6;6;6;7
433;Езерище;55,8;30;6;6;6;6;6;6;7;7
434;Полоцк;55,5;28,8;6;7;7;7;7;7;7;6
435;Шарковшина;55,4;27,5;6;7;6;6;6;7;7;7
436;Витебск;55,2;30,1;6;12;6;6;6;6;6;6
437;Лынтупы;55,1;26,3;6;6;7;7;6;7;7;6
438;Докшицы;54,9;27,8;7;5;7;7;7;6;7;5
439;Лепель;54,9;28,7;5;6;5;6;5;6;6;6
440;Сенно;54,8;29,7;8;8;7;7;8;7;8;8
441;Орша;54,5;30,4;7;6;6;6;7;6;6;7
442;Славное;54,3;29,4;6;6;6;7;6;6;6;6
443;Вилейка;54,5;26,9;6;7;6;7;6;7;7;6
444;Борисов;54,2;28,5;6;6;5;6;5;6;5;6
445;Радошковичи;54,2;27,3;7;7;7;6;6;7;5;7
446;Воложин;54,1;26,5;6;6;6;6;5;6;5;6
